api-1  | {"timestamp": "2026-02-10T19:01:57.726563+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "3693984f-7fa2-484e-b8d8-0495445db5ac", "user_id": null, "path": "/api/tasks/my", "method": "GET", "status_code": 401, "latency_ms": 5.13}
api-1  | {"timestamp": "2026-02-10T19:01:59.952606+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/master/banks\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:01:59.953162+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "6a7c44ff-a453-419a-b5ba-3fc2dbd0cbbe", "user_id": null, "path": "/api/master/banks", "method": "GET", "status_code": 401, "latency_ms": 2.67}
api-1  | {"timestamp": "2026-02-10T19:02:00.638983+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:00.639450+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "77d5ef25-f917-4d80-9b80-1c88663112bf", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 4.64}
api-1  | {"timestamp": "2026-02-10T19:02:00.673739+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/master/branches\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:00.674649+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "2195d598-677f-4dc9-a777-a239b03f4dac", "user_id": null, "path": "/api/master/branches", "method": "GET", "status_code": 401, "latency_ms": 3.26}
api-1  | {"timestamp": "2026-02-10T19:02:01.364960+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:01.365485+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "f38eaae3-72c6-4c9b-bbb0-9822a2b70530", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 4.57}
api-1  | {"timestamp": "2026-02-10T19:02:01.408724+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/master/branches\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:01.409443+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "90688684-db92-4bdf-be27-08855f7c2a83", "user_id": null, "path": "/api/master/branches", "method": "GET", "status_code": 401, "latency_ms": 4.58}
api-1  | {"timestamp": "2026-02-10T19:02:02.093160+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:02.093732+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "adeac875-752a-4eee-97ba-2fef2e66d68c", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 4.7}
api-1  | {"timestamp": "2026-02-10T19:02:02.127442+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/master/clients\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:02.128690+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "502a7692-bb23-43f4-86b9-88c7cef218ad", "user_id": null, "path": "/api/master/clients", "method": "GET", "status_code": 401, "latency_ms": 4.88}
api-1  | {"timestamp": "2026-02-10T19:02:02.873062+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:02.873438+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "816af083-7f64-4e00-989d-4502950197fc", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 5.82}
api-1  | {"timestamp": "2026-02-10T19:02:02.913782+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/master/clients\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:02.914310+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "657af8a8-c94f-4150-b85e-2e61a9eff6f0", "user_id": null, "path": "/api/master/clients", "method": "GET", "status_code": 401, "latency_ms": 2.18}
api-1  | {"timestamp": "2026-02-10T19:02:03.595973+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:03.596354+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "4315f8ee-608b-4550-b457-55681bf1b82b", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 3.66}
api-1  | {"timestamp": "2026-02-10T19:02:03.628799+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/master/document-templates\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:03.629440+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "1833e662-a04e-4cc4-b9cc-4150b566b882", "user_id": null, "path": "/api/master/document-templates", "method": "GET", "status_code": 401, "latency_ms": 4.05}
api-1  | {"timestamp": "2026-02-10T19:02:04.319972+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:04.320390+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "14c6becf-47dc-41bf-8ce2-17e3475cc138", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 4.69}
api-1  | {"timestamp": "2026-02-10T19:02:04.355580+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/master/document-templates\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:04.356364+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "be20765f-0cf0-451f-b689-46d05e9f866f", "user_id": null, "path": "/api/master/document-templates", "method": "GET", "status_code": 401, "latency_ms": 6.6}
api-1  | {"timestamp": "2026-02-10T19:02:05.049065+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:05.049434+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "560101dc-30ee-4181-8dc3-8c306ee8bc59", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 4.84}
api-1  | {"timestamp": "2026-02-10T19:02:05.082057+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/analytics/source-intel\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:05.082817+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "8e26da8c-ead6-4c75-b80b-6ad26106dfd7", "user_id": null, "path": "/api/analytics/source-intel", "method": "GET", "status_code": 401, "latency_ms": 5.91}
api-1  | {"timestamp": "2026-02-10T19:02:05.785154+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:05.785644+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "cbfef52a-1496-40e2-80de-22417abc3c68", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 4.58}
api-1  | {"timestamp": "2026-02-10T19:02:05.821969+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/analytics/source-intel\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:05.822539+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "305234c4-5fdc-4e77-b008-b4290760c30b", "user_id": null, "path": "/api/analytics/source-intel", "method": "GET", "status_code": 401, "latency_ms": 2.14}
api-1  | {"timestamp": "2026-02-10T19:02:06.523498+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:06.524224+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "13762717-efcf-4ea9-8450-e5db7b2c3ae9", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 4.22}
api-1  | {"timestamp": "2026-02-10T19:02:06.572632+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/payroll/runs\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:06.573363+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "ff8667ae-79dc-4a98-bd87-5a1e49e38911", "user_id": null, "path": "/api/payroll/runs", "method": "GET", "status_code": 401, "latency_ms": 7.35}
api-1  | {"timestamp": "2026-02-10T19:02:07.263632+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:07.264116+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "8d3a2908-02cd-4804-9662-539f517f8c68", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 6.35}
api-1  | {"timestamp": "2026-02-10T19:02:07.307463+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/payroll/runs\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:07.308137+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "404fb3b9-57db-41f4-a610-29ae7bdb5136", "user_id": null, "path": "/api/payroll/runs", "method": "GET", "status_code": 401, "latency_ms": 2.84}
api-1  | {"timestamp": "2026-02-10T19:02:07.995209+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:07.995615+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "fc7ca92d-7335-4b4b-a9fc-120ce9fd52aa", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 5.13}
api-1  | {"timestamp": "2026-02-10T19:02:08.029998+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/payroll/payslips\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:08.030746+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "32c2c453-f656-4482-a992-7aa80da6754d", "user_id": null, "path": "/api/payroll/payslips", "method": "GET", "status_code": 401, "latency_ms": 3.46}
api-1  | {"timestamp": "2026-02-10T19:02:08.716915+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:08.717492+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "d6456c1c-dc71-4e29-b8e1-e3794eb52900", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 4.79}
api-1  | {"timestamp": "2026-02-10T19:02:08.748311+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/payroll/payslips\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:08.749167+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "efe6a94d-fef6-43b9-b96d-baa34a979564", "user_id": null, "path": "/api/payroll/payslips", "method": "GET", "status_code": 401, "latency_ms": 3.91}
api-1  | {"timestamp": "2026-02-10T19:02:09.441038+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:09.441537+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "3c5c43f1-14ff-42b7-8441-9e91eed26d35", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 3.88}
api-1  | {"timestamp": "2026-02-10T19:02:09.474382+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/payroll/policy\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:09.475140+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "4d39bfba-1399-44ca-82b3-c64a938a53d2", "user_id": null, "path": "/api/payroll/policy", "method": "GET", "status_code": 401, "latency_ms": 3.29}
api-1  | {"timestamp": "2026-02-10T19:02:10.165744+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:10.166253+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "b5045e8a-4dd4-4be4-9d76-b7b4b4a15169", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 7.11}
api-1  | {"timestamp": "2026-02-10T19:02:10.198118+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/payroll/policy\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:10.198872+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "e5f8de53-2c64-4990-bd62-27472c5198a4", "user_id": null, "path": "/api/payroll/policy", "method": "GET", "status_code": 401, "latency_ms": 4.29}
api-1  | {"timestamp": "2026-02-10T19:02:10.896944+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:10.897412+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "d5cd3510-2ec7-4e87-8677-dffae518e6f1", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 4.1}
api-1  | {"timestamp": "2026-02-10T19:02:10.933136+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/support/threads\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:10.933797+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "b17d9fb7-fb8e-4a54-8713-1515ae97739b", "user_id": null, "path": "/api/support/threads", "method": "GET", "status_code": 401, "latency_ms": 5.67}
api-1  | {"timestamp": "2026-02-10T19:02:11.686528+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:11.686986+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "fb7713de-9b65-4365-9455-3ab894675a5d", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 4.67}
api-1  | {"timestamp": "2026-02-10T19:02:11.718156+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/support/threads\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:11.718896+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "1a992eb2-df8a-4bc7-afd5-37b399f7d879", "user_id": null, "path": "/api/support/threads", "method": "GET", "status_code": 401, "latency_ms": 3.86}
api-1  | {"timestamp": "2026-02-10T19:02:12.418094+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:12.418631+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "f4746017-2ea8-49e1-a563-ca215eb77e23", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 5.08}
api-1  | {"timestamp": "2026-02-10T19:02:12.456194+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/attendance\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:12.456964+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "ed2dc63f-d89a-468a-851d-3ca397169240", "user_id": null, "path": "/api/attendance", "method": "GET", "status_code": 401, "latency_ms": 7.4}
api-1  | {"timestamp": "2026-02-10T19:02:13.148331+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:13.148770+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "4cb6ed40-f56c-47af-81e8-05f3bf1ddb79", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 5.58}
api-1  | {"timestamp": "2026-02-10T19:02:13.192878+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/attendance\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:13.193719+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "8f645b3e-7245-4fcb-b0b3-da5d94e36ba1", "user_id": null, "path": "/api/attendance", "method": "GET", "status_code": 401, "latency_ms": 5.26}
api-1  | {"timestamp": "2026-02-10T19:02:13.884441+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:13.884906+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "f2ecf1d6-c24e-4faa-ac5b-7a395774b5e1", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 5.33}
api-1  | {"timestamp": "2026-02-10T19:02:13.918568+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/backups\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:13.919375+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "bc33e159-8ea5-41e7-97a9-b7899f590948", "user_id": null, "path": "/api/backups", "method": "GET", "status_code": 401, "latency_ms": 5.51}
api-1  | {"timestamp": "2026-02-10T19:02:14.628148+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:14.628576+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "b89e8e0b-5319-4719-9698-26b8c60621cf", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 4.5}
api-1  | {"timestamp": "2026-02-10T19:02:14.655695+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/backups\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:14.656188+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "a5763ed4-b2f3-476b-94e1-17ab7014ec75", "user_id": null, "path": "/api/backups", "method": "GET", "status_code": 401, "latency_ms": 2.04}
api-1  | {"timestamp": "2026-02-10T19:02:17.153663+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:17.154547+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "ca5a7f79-f948-4fea-857f-e517b79a8d67", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 6.46}
api-1  | {"timestamp": "2026-02-10T19:02:17.353694+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"login_rate_limited\", \"request_id\": null, \"path\": \"/api/auth/login\", \"method\": \"POST\", \"client\": \"172.18.0.3\", \"email\": \"admin@zenops.local\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:17.354054+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "13c693b5-0b23-40c2-b2a3-f9023ff0a055", "user_id": null, "path": "/api/auth/login", "method": "POST", "status_code": 429, "latency_ms": 6.7}
api-1  | {"timestamp": "2026-02-10T19:02:17.619861+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/auth/me\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:17.623191+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "aaa5efe5-3a1e-4bdb-84c5-b1e17a533c76", "user_id": null, "path": "/api/auth/me", "method": "GET", "status_code": 401, "latency_ms": 11.41}
api-1  | {"timestamp": "2026-02-10T19:02:17.632390+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/auth/logout\", \"method\": \"POST\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:17.633310+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "f5b90554-7a87-46bf-af59-ba02792063af", "user_id": null, "path": "/api/auth/logout", "method": "POST", "status_code": 401, "latency_ms": 3.13}
api-1  | {"timestamp": "2026-02-10T19:02:17.637069+00:00", "level": "INFO", "logger": "security", "message": "{\"event\": \"token_invalid\", \"request_id\": null, \"path\": \"/api/auth/capabilities\", \"method\": \"GET\", \"client\": \"172.18.0.3\"}"}
api-1  | {"timestamp": "2026-02-10T19:02:17.638675+00:00", "level": "INFO", "logger": "request", "message": "request", "request_id": "67c8de71-4b9f-4727-a63d-5e001ef50ba3", "user_id": null, "path": "/api/auth/capabilities", "method": "GET", "status_code": 401, "latency_ms": 20.75}
