alloy-1  | ts=2026-02-09T18:37:14.319876136Z level=info "boringcrypto enabled"=false
alloy-1  | ts=2026-02-09T19:34:49.34547818Z level=info msg="removing entry from positions file" component_path=/ component_id=loki.source.docker.containers path=cursor-1ff9f23ca139c3306ee5e2c89ec4dd4b48375579990e29f99074733b1587abde labels="{__address__=\"172.18.0.13:8000\", __meta_docker_container_id=\"1ff9f23ca139c3306ee5e2c89ec4dd4b48375579990e29f99074733b1587abde\", __meta_docker_container_label_com_docker_compose_config_hash=\"4c941581f03fd275ad8cade4295c0264b7e495107397ea430d205e43fb80a052\", __meta_docker_container_label_com_docker_compose_container_number=\"1\", __meta_docker_container_label_com_docker_compose_depends_on=\"db:service_healthy:false\", __meta_docker_container_label_com_docker_compose_image=\"sha256:9d4d1e0083d66f9b7218877ee3c460d85a0df5ae1c77eeee93f168979f0c4954\", __meta_docker_container_label_com_docker_compose_oneoff=\"False\", __meta_docker_container_label_com_docker_compose_project=\"zen-ops\", __meta_docker_container_label_com_docker_compose_project_config_files=\"/Users/dr.156/zen-ops/docker-compose.yml\", __meta_docker_container_label_com_docker_compose_project_working_dir=\"/Users/dr.156/zen-ops\", __meta_docker_container_label_com_docker_compose_replace=\"migrate-1\", __meta_docker_container_label_com_docker_compose_service=\"migrate\", __meta_docker_container_label_com_docker_compose_version=\"5.0.2\", __meta_docker_container_label_desktop_docker_io_ports_scheme=\"v2\", __meta_docker_container_name=\"/zen-ops-migrate-1\", __meta_docker_container_network_mode=\"zen-ops_default\", __meta_docker_network_id=\"a07d4f755728ab4d26e205333eca3fe0c1af8b681b289d6534e44a3b6334de51\", __meta_docker_network_ingress=\"false\", __meta_docker_network_internal=\"false\", __meta_docker_network_ip=\"172.18.0.13\", __meta_docker_network_label_com_docker_compose_config_hash=\"6e9033353fb3ca2a964d7415bdf758cc50c8da4bad28ad713cf9c37792d89113\", __meta_docker_network_label_com_docker_compose_network=\"default\", __meta_docker_network_label_com_docker_compose_project=\"zen-ops\", __meta_docker_network_label_com_docker_compose_version=\"5.0.2\", __meta_docker_network_name=\"zen-ops_default\", __meta_docker_network_scope=\"local\", __meta_docker_port_private=\"8000\", container=\"zen-ops-migrate-1\", project=\"zen-ops\", service=\"migrate\"}"
alloy-1  | ts=2026-02-09T19:36:45.77864572Z level=info msg="finished transferring logs" component_path=/ component_id=loki.source.docker.containers target=docker/681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c written=19067 container=681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c
alloy-1  | ts=2026-02-09T19:36:46.16358147Z level=info msg="finished transferring logs" component_path=/ component_id=loki.source.docker.containers target=docker/76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c written=11250 container=76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c
alloy-1  | ts=2026-02-09T19:36:49.370588097Z level=error msg="error inspecting Docker container" target=76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c component_path=/ component_id=loki.source.docker.containers id=76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c error="Error response from daemon: No such container: 76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c"
alloy-1  | ts=2026-02-09T19:36:49.378001722Z level=error msg="error inspecting Docker container" target=681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c component_path=/ component_id=loki.source.docker.containers id=681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c error="Error response from daemon: No such container: 681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c"
alloy-1  | ts=2026-02-09T19:36:54.354375543Z level=error msg="error inspecting Docker container" target=76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c component_path=/ component_id=loki.source.docker.containers id=76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c error="Error response from daemon: No such container: 76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c"
alloy-1  | ts=2026-02-09T19:36:54.354448793Z level=error msg="error inspecting Docker container" target=681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c component_path=/ component_id=loki.source.docker.containers id=681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c error="Error response from daemon: No such container: 681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c"
alloy-1  | ts=2026-02-09T19:36:59.35514967Z level=error msg="error inspecting Docker container" target=681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c component_path=/ component_id=loki.source.docker.containers id=681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c error="Error response from daemon: No such container: 681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c"
alloy-1  | ts=2026-02-09T19:36:59.356311379Z level=error msg="error inspecting Docker container" target=76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c component_path=/ component_id=loki.source.docker.containers id=76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c error="Error response from daemon: No such container: 76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c"
alloy-1  | ts=2026-02-09T19:37:04.352511923Z level=error msg="error inspecting Docker container" target=76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c component_path=/ component_id=loki.source.docker.containers id=76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c error="Error response from daemon: No such container: 76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c"
alloy-1  | ts=2026-02-09T19:37:04.353802798Z level=error msg="error inspecting Docker container" target=681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c component_path=/ component_id=loki.source.docker.containers id=681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c error="Error response from daemon: No such container: 681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c"
alloy-1  | ts=2026-02-09T19:37:09.359094259Z level=error msg="error inspecting Docker container" target=681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c component_path=/ component_id=loki.source.docker.containers id=681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c error="Error response from daemon: No such container: 681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c"
alloy-1  | ts=2026-02-09T19:37:09.360836967Z level=error msg="error inspecting Docker container" target=76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c component_path=/ component_id=loki.source.docker.containers id=76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c error="Error response from daemon: No such container: 76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c"
alloy-1  | ts=2026-02-09T19:37:14.351521094Z level=error msg="error inspecting Docker container" target=681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c component_path=/ component_id=loki.source.docker.containers id=681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c error="Error response from daemon: No such container: 681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c"
alloy-1  | ts=2026-02-09T19:37:14.352255636Z level=error msg="error inspecting Docker container" target=76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c component_path=/ component_id=loki.source.docker.containers id=76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c error="Error response from daemon: No such container: 76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c"
alloy-1  | ts=2026-02-09T19:37:19.341763013Z level=info msg="removing entry from positions file" component_path=/ component_id=loki.source.docker.containers path=cursor-681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c labels="{__address__=\"172.18.0.13:8000\", __meta_docker_container_id=\"681d06ec2838eec11a9372f8168df7a29fab1c4021d282c86564942c026fdc3c\", __meta_docker_container_label_com_docker_compose_config_hash=\"66b0e328b81c84a23a39b17d67826599f0a833b032bc6e2b7496abdb7848ba78\", __meta_docker_container_label_com_docker_compose_container_number=\"1\", __meta_docker_container_label_com_docker_compose_depends_on=\"uploads-perms:service_completed_successfully:false,db:service_healthy:false,migrate:service_completed_successfully:false\", __meta_docker_container_label_com_docker_compose_image=\"sha256:dc76b9b0a8b1093bafeee516ecb0e8c12374d88c2a1d8a4a938430193a7b3d2d\", __meta_docker_container_label_com_docker_compose_oneoff=\"False\", __meta_docker_container_label_com_docker_compose_project=\"zen-ops\", __meta_docker_container_label_com_docker_compose_project_config_files=\"/Users/dr.156/zen-ops/docker-compose.yml\", __meta_docker_container_label_com_docker_compose_project_working_dir=\"/Users/dr.156/zen-ops\", __meta_docker_container_label_com_docker_compose_replace=\"api-1\", __meta_docker_container_label_com_docker_compose_service=\"api\", __meta_docker_container_label_com_docker_compose_version=\"5.0.2\", __meta_docker_container_label_desktop_docker_io_binds_1_Source=\"/Users/dr.156/zen-ops/deploy/backups\", __meta_docker_container_label_desktop_docker_io_binds_1_SourceKind=\"hostFile\", __meta_docker_container_label_desktop_docker_io_binds_1_Target=\"/backups\", __meta_docker_container_label_desktop_docker_io_ports_scheme=\"v2\", __meta_docker_container_name=\"/zen-ops-api-1\", __meta_docker_container_network_mode=\"zen-ops_default\", __meta_docker_network_id=\"a07d4f755728ab4d26e205333eca3fe0c1af8b681b289d6534e44a3b6334de51\", __meta_docker_network_ingress=\"false\", __meta_docker_network_internal=\"false\", __meta_docker_network_ip=\"172.18.0.13\", __meta_docker_network_label_com_docker_compose_config_hash=\"6e9033353fb3ca2a964d7415bdf758cc50c8da4bad28ad713cf9c37792d89113\", __meta_docker_network_label_com_docker_compose_network=\"default\", __meta_docker_network_label_com_docker_compose_project=\"zen-ops\", __meta_docker_network_label_com_docker_compose_version=\"5.0.2\", __meta_docker_network_name=\"zen-ops_default\", __meta_docker_network_scope=\"local\", __meta_docker_port_private=\"8000\", container=\"zen-ops-api-1\", project=\"zen-ops\", service=\"api\"}"
alloy-1  | ts=2026-02-09T19:37:19.34184168Z level=info msg="removing entry from positions file" component_path=/ component_id=loki.source.docker.containers path=cursor-76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c labels="{__address__=\"172.18.0.15:8080\", __meta_docker_container_id=\"76070eb233a0a3e6e39f3dfcecc317ccf160d3d909b46f0f6eb93c4391cdb30c\", __meta_docker_container_label_com_docker_compose_config_hash=\"2cbc3f4c53e3198a87d36d43e4b58ac79720b0a060b79301fbfa922ba64801fc\", __meta_docker_container_label_com_docker_compose_container_number=\"1\", __meta_docker_container_label_com_docker_compose_depends_on=\"api:service_started:false\", __meta_docker_container_label_com_docker_compose_image=\"sha256:fb26c207a88d33b68c39990d053da20a3650a59ffd7fd6cfc1b376d18992e89f\", __meta_docker_container_label_com_docker_compose_oneoff=\"False\", __meta_docker_container_label_com_docker_compose_project=\"zen-ops\", __meta_docker_container_label_com_docker_compose_project_config_files=\"/Users/dr.156/zen-ops/docker-compose.yml\", __meta_docker_container_label_com_docker_compose_project_working_dir=\"/Users/dr.156/zen-ops\", __meta_docker_container_label_com_docker_compose_service=\"watchdog\", __meta_docker_container_label_com_docker_compose_version=\"5.0.2\", __meta_docker_container_label_desktop_docker_io_ports_scheme=\"v2\", __meta_docker_container_name=\"/zen-ops-watchdog-1\", __meta_docker_container_network_mode=\"zen-ops_default\", __meta_docker_network_id=\"a07d4f755728ab4d26e205333eca3fe0c1af8b681b289d6534e44a3b6334de51\", __meta_docker_network_ingress=\"false\", __meta_docker_network_internal=\"false\", __meta_docker_network_ip=\"172.18.0.15\", __meta_docker_network_label_com_docker_compose_config_hash=\"6e9033353fb3ca2a964d7415bdf758cc50c8da4bad28ad713cf9c37792d89113\", __meta_docker_network_label_com_docker_compose_network=\"default\", __meta_docker_network_label_com_docker_compose_project=\"zen-ops\", __meta_docker_network_label_com_docker_compose_version=\"5.0.2\", __meta_docker_network_name=\"zen-ops_default\", __meta_docker_network_scope=\"local\", __meta_docker_port_private=\"8080\", container=\"zen-ops-watchdog-1\", project=\"zen-ops\", service=\"watchdog\"}"
alloy-1  | ts=2026-02-09T19:42:13.650072719Z level=info msg="finished transferring logs" component_path=/ component_id=loki.source.docker.containers target=docker/1199f0a01918c6131118af95c70e6e6e212087516402a88c9191f578b92210ea written=34746 container=1199f0a01918c6131118af95c70e6e6e212087516402a88c9191f578b92210ea
